date,sex,race,age,city,suspicion,action
2013-02-06,male,black,31,Jamaica Plain,Reasonable Suspicion,stopped
2013-02-06,male,hispanic,35,Boston,Probable Cause,observed
2013-02-06,male,hispanic,33,Dorchester,Reasonable Suspicion,stopped
2013-02-06,male,hispanic,46,Boston,Probable Cause,observed
2013-02-06,male,black,35,Boston,Probable Cause,stopped
2013-02-07,male,black,19,Dorchester,Reasonable Suspicion,stopped
2013-02-07,male,black,20,Mattapan,Probable Cause,stopped
2013-02-07,male,hispanic,22,Boston,Reasonable Suspicion,observed
2013-02-07,male,black,24,Dorchester,Reasonable Suspicion,stopped
2013-02-07,male,white,20,Dorchester,Probable Cause,stopped
2013-02-08,male,black,27,Hyde Park,Probable Cause,stopped
2013-02-08,male,white,22,South End,Probable Cause,observed
2013-02-10,male,black,24,Dorchester,Probable Cause,stopped
2013-02-10,male,black,24,Boston,Probable Cause,stopped
2013-02-10,male,white,30,Jamaica Plain,Reasonable Suspicion,stopped
2013-02-11,male,hispanic,38,South End,Probable Cause,stopped
2013-02-11,male,white,26,Dorchester,Reasonable Suspicion,stopped
2013-02-11,female,white,18,Dorchester,Probable Cause,stopped
2013-02-12,male,black,22,Hyde Park,Reasonable Suspicion,stopped
2013-02-12,female,white,31,Dorchester,Reasonable Suspicion,observed
2013-02-12,female,white,31,Dorchester,Probable Cause,observed
2013-02-12,male,black,49,Dorchester,Reasonable Suspicion,observed
2013-02-12,male,black,39,Dorchester,Reasonable Suspicion,observed
2013-02-12,male,black,20,Dorchester,Reasonable Suspicion,stopped
2013-02-13,male,black,44,Boston,Reasonable Suspicion,stopped
2013-02-13,female,white,3,South Boston,Probable Cause,stopped
2013-02-13,male,black,27,Brighton,Probable Cause,stopped
2013-02-13,male,white,53,South End,Reasonable Suspicion,stopped
2013-02-13,female,black,17,Dorchester,Probable Cause,stopped
2013-02-13,male,white,53,Boston,Reasonable Suspicion,stopped
2013-02-13,male,white,41,South End,Reasonable Suspicion,stopped
2013-02-13,male,black,49,Jamaica Plain,Reasonable Suspicion,stopped
2013-02-13,male,black,46,Dorchester,Probable Cause,stopped
2013-02-14,male,black,26,Roslindale,Probable Cause,stopped
2013-02-14,male,black,28,Dorchester,Probable Cause,observed
2013-02-14,male,white,36,South End,Probable Cause,stopped
2013-02-14,male,black,39,Boston,Reasonable Suspicion,observed
2013-02-14,male,white,56,Boston,Probable Cause,stopped
2013-02-14,male,black,24,Dorchester,Probable Cause,stopped
2013-02-14,male,black,53,Roxbury,Reasonable Suspicion,stopped
2013-02-14,male,white,34,Jamaica Plain,Probable Cause,stopped
2013-02-15,male,white,41,Boston,Reasonable Suspicion,stopped
2013-02-15,female,black,21,Dorchester,Probable Cause,stopped
2013-02-15,male,black,44,Roxbury,Probable Cause,stopped
2013-02-15,male,black,63,Dorchester,Probable Cause,stopped
2013-02-15,male,white,54,Boston,Probable Cause,stopped
2013-02-15,male,white,22,Allston,Probable Cause,stopped
2013-02-15,male,black,22,Hyde Park,Reasonable Suspicion,observed
2013-02-15,female,black,22,Dorchester,Reasonable Suspicion,stopped
2013-02-15,male,white,38,Boston,Probable Cause,stopped
2013-02-15,male,black,42,Jamaica Plain,Probable Cause,stopped
2013-02-15,male,black,38,South Boston,Probable Cause,stopped
2013-02-15,male,black,32,Roxbury,Probable Cause,stopped
2013-02-15,male,black,40,Dorchester,Reasonable Suspicion,stopped
2013-02-15,male,black,22,Mattapan,Reasonable Suspicion,stopped
2013-02-15,male,black,22,Roxbury,Probable Cause,stopped
2013-02-15,male,black,45,Dorchester,Probable Cause,stopped
2013-02-15,male,black,19,Roxbury,Reasonable Suspicion,stopped
2013-02-16,male,white,30,South Boston,Probable Cause,stopped
2013-02-16,male,white,38,South Boston,Reasonable Suspicion,stopped
2013-02-16,male,black,45,Dorchester,Reasonable Suspicion,stopped
2013-02-16,male,white,29,Boston,Probable Cause,stopped
2013-02-16,male,black,27,Boston,Reasonable Suspicion,stopped
2013-02-16,male,white,50,Charlestown,Probable Cause,stopped
2013-02-16,male,black,27,Boston,Reasonable Suspicion,stopped
2013-02-16,male,hispanic,31,Roxbury,Probable Cause,stopped
2013-02-16,male,hispanic,25,Boston,Probable Cause,stopped
2013-02-16,male,black,34,South Boston,Reasonable Suspicion,stopped
2013-02-16,male,hispanic,36,Mattapan,Probable Cause,stopped
2013-02-16,male,black,27,East Boston,Probable Cause,stopped
2013-02-17,female,black,28,Dorchester,Probable Cause,stopped
2013-02-17,male,black,46,Boston,Reasonable Suspicion,stopped
2013-02-17,male,white,31,Boston,Probable Cause,stopped
2013-02-18,male,hispanic,22,East Boston,Probable Cause,stopped
2013-02-18,male,black,30,Boston,Reasonable Suspicion,stopped
2013-02-18,male,black,30,Hyde Park,Probable Cause,stopped
2013-02-18,male,asian,33,Dorchester,Probable Cause,stopped
2013-02-18,male,white,30,Dorchester,Probable Cause,stopped
2013-02-18,male,hispanic,32,Boston,Probable Cause,stopped
2013-02-18,male,asian,30,Boston,Probable Cause,stopped
2013-02-18,male,black,35,Dorchester,Consented to be Search,stopped
2013-02-19,male,white,35,Dorchester,Reasonable Suspicion,stopped
2013-02-19,male,black,55,Dorchester,Probable Cause,stopped
2013-02-19,male,white,19,Mattapan,Reasonable Suspicion,observed
2013-02-19,male,white,17,South Boston,Reasonable Suspicion,stopped
2013-02-19,male,white,19,Dorchester,Probable Cause,stopped
2013-02-19,female,white,33,South Boston,Probable Cause,stopped
2013-02-19,male,white,18,South Boston,Reasonable Suspicion,stopped
2013-02-19,male,white,18,Dorchester,Reasonable Suspicion,stopped
2013-02-19,male,hispanic,26,Dorchester,Reasonable Suspicion,stopped
2013-02-19,male,white,18,South Boston,Reasonable Suspicion,stopped
2013-02-19,male,hispanic,45,Dorchester,Probable Cause,stopped
2013-02-19,male,black,17,Dorchester,Consented to be Search,stopped
2013-02-19,male,black,21,Roxbury,Probable Cause,stopped
2013-02-19,male,white,17,Dorchester,Reasonable Suspicion,stopped
2013-02-19,male,black,58,Boston,Reasonable Suspicion,stopped
2013-02-19,male,hispanic,20,Hyde Park,Probable Cause,stopped
2013-02-19,male,hispanic,28,Boston,Probable Cause,observed
2013-02-19,male,black,72,Roxbury,Probable Cause,stopped
2013-02-19,male,white,30,North End,Probable Cause,stopped
2013-02-19,female,white,38,Charlestown,Reasonable Suspicion,observed
2013-02-20,male,black,37,Boston,Probable Cause,stopped
2013-02-20,male,black,37,Boston,Probable Cause,stopped
2013-02-20,male,black,46,Boston,Probable Cause,stopped
2013-02-20,male,hispanic,22,Boston,Reasonable Suspicion,observed
2013-02-20,male,white,25,Roslindale,Probable Cause,stopped
2013-02-20,male,white,55,Boston,Reasonable Suspicion,observed
2013-02-20,female,black,38,Dorchester,Probable Cause,stopped
2013-02-20,male,black,35,Roxbury,Reasonable Suspicion,stopped
2013-02-20,male,black,31,Dorchester,Reasonable Suspicion,stopped
2013-02-20,male,black,42,Boston,Reasonable Suspicion,observed
2013-02-20,male,black,34,Dorchester,Probable Cause,stopped
2013-02-20,male,black,31,Dorchester,Probable Cause,stopped
2013-02-20,male,white,56,Brighton,Probable Cause,stopped
2013-02-20,male,black,19,Roxbury,Probable Cause,stopped
2013-02-21,male,black,21,Dorchester,Consented to be Search,stopped
2013-02-21,male,white,66,Boston,Probable Cause,stopped
2013-02-21,male,black,21,Boston,Reasonable Suspicion,stopped
2013-02-21,male,white,30,Boston,Reasonable Suspicion,stopped
2013-02-21,male,black,21,Roxbury,Reasonable Suspicion,stopped
2013-02-21,female,white,32,Boston,Probable Cause,observed
2013-02-21,male,white,38,Boston,Probable Cause,stopped
2013-02-21,male,black,23,Dorchester,Probable Cause,stopped
2013-02-21,male,black,19,Jamaica Plain,Probable Cause,stopped
2013-02-21,male,black,43,East Boston,Probable Cause,stopped
2013-02-21,male,black,24,Roxbury,Reasonable Suspicion,stopped
2013-02-21,male,black,21,Dorchester,Reasonable Suspicion,stopped
2013-02-21,male,black,40,Roxbury,Probable Cause,stopped
2013-02-21,male,black,24,Roxbury,Reasonable Suspicion,stopped
2013-02-21,male,white,35,Roxbury,Probable Cause,stopped
2013-02-21,male,black,27,Boston,Reasonable Suspicion,stopped
2013-02-21,female,white,41,Boston,Probable Cause,stopped
2013-02-21,male,hispanic,47,Boston,Reasonable Suspicion,stopped
2013-02-22,male,hispanic,16,East Boston,Reasonable Suspicion,stopped
2013-02-22,female,white,17,Dorchester,Probable Cause,stopped
2013-02-22,male,white,22,Roxbury,Probable Cause,stopped
2013-02-22,female,white,17,South Boston,Probable Cause,stopped
2013-02-22,male,white,33,South Boston,Probable Cause,stopped
2013-02-22,male,hispanic,21,Roxbury,Probable Cause,stopped
2013-02-22,male,white,26,East Boston,Probable Cause,stopped
2013-02-22,male,black,28,Roxbury,Probable Cause,stopped
2013-02-22,male,black,48,Boston,Probable Cause,stopped
2013-02-22,male,black,43,Roxbury,Probable Cause,stopped
2013-02-22,male,black,22,Roxbury,Probable Cause,stopped
2013-02-22,male,black,18,East Boston,Reasonable Suspicion,stopped
2013-02-23,male,black,18,Hyde Park,Reasonable Suspicion,stopped
2013-02-23,male,hispanic,16,Hyde Park,Reasonable Suspicion,stopped
2013-02-23,male,black,21,Mattapan,Reasonable Suspicion,stopped
2013-02-23,male,black,19,Dorchester,Reasonable Suspicion,stopped
2013-02-23,male,black,27,Dorchester,Probable Cause,stopped
2013-02-23,male,black,22,Mattapan,Probable Cause,stopped
2013-02-23,male,hispanic,16,East Boston,Reasonable Suspicion,stopped
2013-02-23,male,black,30,Roslindale,Probable Cause,stopped
2013-02-23,male,hispanic,18,East Boston,Reasonable Suspicion,stopped
2013-02-23,male,black,17,Roxbury,Probable Cause,stopped
2013-02-23,male,black,27,Dorchester,Probable Cause,stopped
2013-02-23,female,white,29,Dorchester,Probable Cause,stopped
2013-02-23,male,hispanic,31,Boston,Probable Cause,stopped
2013-02-24,male,black,54,Boston,Reasonable Suspicion,observed
2013-02-24,male,white,22,South Boston,Probable Cause,stopped
2013-02-24,male,black,34,Dorchester,Probable Cause,observed
2013-02-24,male,middle eastern,28,Boston,Probable Cause,stopped
2013-02-24,male,hispanic,21,Dorchester,Probable Cause,stopped
2013-02-24,female,black,32,Hyde Park,Probable Cause,stopped
2013-02-24,male,asian,44,Dorchester,Probable Cause,stopped
2013-02-24,male,asian,43,Dorchester,Probable Cause,stopped
2013-02-24,male,white,93,Boston,Consented to be Search,stopped
2013-02-25,female,black,53,Boston,Probable Cause,stopped
2013-02-25,male,black,39,South Boston,Probable Cause,stopped
2013-02-25,male,black,22,Roxbury,Probable Cause,stopped
2013-02-25,male,white,36,South End,Probable Cause,stopped
2013-02-25,male,black,24,Boston,Probable Cause,stopped
2013-02-25,male,black,26,Boston,Probable Cause,stopped
2013-02-25,male,hispanic,26,Roxbury,Probable Cause,stopped
2013-02-25,male,black,37,Roxbury,Consented to be Search,stopped
2013-02-25,male,black,46,Dorchester,Reasonable Suspicion,stopped
2013-02-25,male,black,19,Dorchester,Reasonable Suspicion,observed
2013-02-25,female,white,44,Boston,Probable Cause,observed
2013-02-25,male,black,21,Roxbury,Reasonable Suspicion,stopped
2013-02-26,male,white,25,Dorchester,Probable Cause,stopped
2013-02-26,male,white,27,Boston,Probable Cause,stopped
2013-02-26,male,black,62,Dorchester,Probable Cause,stopped
2013-02-26,male,black,19,Roxbury,Reasonable Suspicion,stopped
2013-02-26,male,hispanic,43,Boston,Probable Cause,stopped
2013-02-26,male,black,19,Roslindale,Reasonable Suspicion,stopped
2013-02-26,male,black,20,Dorchester,Probable Cause,stopped
2013-02-26,male,black,23,Dorchester,Probable Cause,stopped
2013-02-27,male,hispanic,19,Dorchester,Reasonable Suspicion,stopped
2013-02-27,female,black,43,Boston,Probable Cause,stopped
2013-02-27,male,hispanic,36,Boston,Probable Cause,stopped
2013-02-27,male,hispanic,16,East Boston,Reasonable Suspicion,stopped
2013-02-27,male,black,22,Roxbury,Probable Cause,stopped
2013-02-27,female,white,18,Boston,Reasonable Suspicion,stopped
2013-02-27,male,hispanic,28,Roxbury,Probable Cause,stopped
2013-02-27,male,hispanic,35,East Boston,Reasonable Suspicion,observed
2013-02-27,male,black,25,East Boston,Reasonable Suspicion,observed
2013-02-27,male,hispanic,22,East Boston,Reasonable Suspicion,stopped
2013-02-28,male,black,44,South End,Reasonable Suspicion,stopped
2013-02-28,male,black,28,Boston,Reasonable Suspicion,stopped
2013-02-28,male,white,57,Dorchester,Reasonable Suspicion,stopped
2013-02-28,male,black,33,Dorchester,Probable Cause,stopped
2013-02-28,male,hispanic,21,Dorchester,Probable Cause,stopped
2013-02-28,male,black,18,Dorchester,Reasonable Suspicion,stopped
2013-02-28,female,black,36,Dorchester,Probable Cause,stopped
2013-02-28,male,black,18,East Boston,Reasonable Suspicion,observed
2013-02-28,male,black,15,Dorchester,Probable Cause,stopped
2013-02-28,male,black,54,Dorchester,Probable Cause,stopped
2013-02-28,male,black,23,Boston,Probable Cause,observed
2013-02-28,male,black,66,Boston,Probable Cause,stopped
2013-02-28,male,black,18,Dorchester,Probable Cause,stopped
2013-02-28,male,black,40,Dorchester,Probable Cause,stopped
2013-02-28,female,black,39,Roxbury,Reasonable Suspicion,stopped
2013-02-28,male,black,18,Dorchester,Reasonable Suspicion,stopped
2013-02-28,male,black,17,Dorchester,Probable Cause,stopped
2013-02-28,male,black,31,Dorchester,Probable Cause,stopped
2013-02-28,male,black,45,Dorchester,Reasonable Suspicion,observed
2013-02-28,female,white,47,Boston,Probable Cause,stopped
2013-02-28,male,hispanic,15,East Boston,Reasonable Suspicion,stopped
2013-02-28,male,hispanic,61,Boston,Probable Cause,stopped
2013-02-28,male,black,19,Roslindale,Probable Cause,stopped
2013-03-01,male,black,27,East Boston,Reasonable Suspicion,stopped
2013-03-01,female,white,24,South Boston,Reasonable Suspicion,stopped
2013-03-01,male,hispanic,47,Roxbury,Reasonable Suspicion,observed
2013-03-01,male,black,24,Boston,Probable Cause,stopped
2013-03-01,female,white,40,Boston,Reasonable Suspicion,observed
2013-03-01,male,black,29,Mattapan,Probable Cause,stopped
2013-03-01,male,black,44,South End,Reasonable Suspicion,stopped
2013-03-01,female,black,26,Dorchester,Probable Cause,stopped
2013-03-01,male,white,22,Boston,Reasonable Suspicion,observed
2013-03-01,female,white,38,Boston,Reasonable Suspicion,stopped
2013-03-01,male,black,27,Boston,Probable Cause,stopped
2013-03-01,male,white,28,Dorchester,Reasonable Suspicion,stopped
2013-03-01,male,hispanic,34,Roslindale,Probable Cause,stopped
2013-03-01,male,white,41,Boston,Reasonable Suspicion,stopped
2013-03-01,male,white,18,East Boston,Reasonable Suspicion,stopped
2013-03-01,male,black,27,Dorchester,Probable Cause,stopped
2013-03-01,male,hispanic,38,East Boston,Reasonable Suspicion,stopped
2013-03-01,male,hispanic,19,Boston,Probable Cause,observed
2013-03-01,male,white,31,East Boston,Reasonable Suspicion,stopped
2013-03-01,male,white,15,East Boston,Reasonable Suspicion,stopped
2013-03-01,male,white,20,Dorchester,Probable Cause,stopped
2013-03-01,male,asian,31,Boston,Probable Cause,stopped
2013-03-01,male,hispanic,20,East Boston,Reasonable Suspicion,stopped
2013-03-02,female,white,32,Boston,Probable Cause,stopped
2013-03-02,male,white,33,Boston,Reasonable Suspicion,stopped
2013-03-02,male,white,24,Dorchester,Probable Cause,stopped
2013-03-02,male,hispanic,27,Charlestown,Probable Cause,stopped
2013-03-02,male,hispanic,24,East Boston,Reasonable Suspicion,stopped
2013-03-02,male,black,30,Boston,Reasonable Suspicion,observed
2013-03-02,male,black,20,Dorchester,Probable Cause,stopped
2013-03-02,male,black,20,Dorchester,Reasonable Suspicion,stopped
2013-03-03,male,black,16,Roxbury,Probable Cause,stopped
2013-03-03,male,black,28,Mattapan,Reasonable Suspicion,stopped
2013-03-03,male,black,20,Roxbury,Probable Cause,stopped
2013-03-03,male,white,19,Boston,Reasonable Suspicion,stopped
2013-03-03,male,black,19,Roxbury,Reasonable Suspicion,stopped
2013-03-03,male,white,50,East Boston,Reasonable Suspicion,observed
2013-03-03,male,black,16,Roxbury,Probable Cause,stopped
2013-03-03,female,white,49,East Boston,Reasonable Suspicion,observed
2013-03-03,male,hispanic,30,Boston,Consented to be Search,stopped
2013-03-03,male,white,19,Boston,Reasonable Suspicion,observed
2013-03-04,male,black,44,Roxbury,Probable Cause,stopped
2013-03-04,male,black,44,Roxbury,Probable Cause,stopped
2013-03-04,male,black,44,Roxbury,Probable Cause,stopped
2013-03-04,male,white,18,Brighton,Consented to be Search,stopped
2013-03-04,male,black,26,Dorchester,Probable Cause,stopped
2013-03-04,male,black,34,Roxbury,Probable Cause,stopped
2013-03-04,male,black,23,Dorchester,Probable Cause,stopped
2013-03-04,male,black,55,Dorchester,Probable Cause,stopped
2013-03-04,male,white,44,East Boston,Consented to be Search,stopped
2013-03-04,male,hispanic,30,Boston,Reasonable Suspicion,observed
2013-03-04,male,white,15,Jamaica Plain,Probable Cause,stopped
2013-03-05,male,black,28,Dorchester,Reasonable Suspicion,observed
2013-03-05,female,white,49,East Boston,Probable Cause,stopped
2013-03-05,male,white,37,Roxbury,Probable Cause,observed
2013-03-05,male,hispanic,55,Roxbury,Probable Cause,observed
2013-03-05,male,hispanic,57,Roxbury,Reasonable Suspicion,stopped
2013-03-05,female,black,26,Boston,Probable Cause,stopped
2013-03-05,male,black,22,Dorchester,Probable Cause,stopped
2013-03-05,male,white,19,Dorchester,Reasonable Suspicion,stopped
2013-03-05,male,black,22,Dorchester,Probable Cause,stopped
2013-03-05,male,black,27,South End,Probable Cause,stopped
2013-03-05,male,black,22,Dorchester,Probable Cause,stopped
2013-03-05,male,black,23,Dorchester,Probable Cause,stopped
2013-03-06,male,black,45,South End,Probable Cause,stopped
2013-03-06,male,black,42,Boston,Reasonable Suspicion,stopped
2013-03-06,male,black,44,Boston,Probable Cause,stopped
2013-03-06,male,black,45,Dorchester,Probable Cause,stopped
2013-03-06,male,black,23,Dorchester,Probable Cause,stopped
